transcriptID	WormBaseID	locus	start	stop	VL_am	VL_lm	VL_nil	VC_lm	VC_nil	VR_am	VR_lm	VR_nil	HCON_ortho	HCON_start	HCON_stop	interval_1_status	interval_2_status
F47H4.9	WBGene00009840	fbxa-189	17345214	17347781	-	-	-	-	-	-	-	Y	-	-	-	-	-
C06C6.2	WBGene00006264	str-233	16008332	16009664	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
Y46H3A.7a	WBGene00044344	mrpl-39	1821579	1823095	Y	-	Y	-	-	-	-	-	HCON_00133060-00001	2610076	2612070	-	-
F10A3.17	WBGene00045507	-	16158674	16159712	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
F10A3.15	WBGene00006162	str-111	16167875	16169126	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
F10A3.12	WBGene00008637	-	16164019	16165473	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
F10A3.13	WBGene00006160	str-108	16166236	16167409	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
Y51A2B.8	WBGene00013071	-	18379094	18379471	-	-	-	-	-	-	-	Y	-	-	-	-	-
F10A3.11	WBGene00008636	-	16162685	16163795	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
Y102A5C.27	WBGene00013628	-	16988240	16988714	-	-	-	-	-	-	-	Y	-	-	-	-	-
C08E8.2	WBGene00007438	-	18353510	18355842	-	-	-	-	-	-	-	Y	-	-	-	-	-
T08B1.2c	WBGene00006589	tnt-4	1989476	1992886	Y	-	Y	-	-	-	-	-	HCON_00161710-00001	45769570	45773550	-	Y
Y40H4A.1b	WBGene00001519	gar-3	14564752	14569994	-	-	-	-	-	-	-	Y	HCON_00146030-00001	22957021	22966823	-	-
M01B2.3	WBGene00010797	srbc-75	15253829	15254805	-	-	-	-	-	-	-	Y	-	-	-	-	-
F35E12.10	WBGene00009434	-	13745694	13748776	-	-	-	-	-	-	-	Y	-	-	-	-	-
C45H4.17a	WBGene00016697	cyp-33C2	2183488	2186599	Y	-	Y	-	-	-	-	-	-	-	-	-	-
C17B7.12	WBGene00015886	-	3353225	3354086	Y	-	-	-	-	-	-	-	-	-	-	-	-
C17B7.11	WBGene00015885	fbxa-65	3345306	3346484	Y	-	-	-	-	-	-	-	-	-	-	-	-
T22F3.3a	WBGene00020696	pygl-1	3579023	3585042	Y	-	-	-	-	-	-	-	HCON_00148660-00002	27331302	27348400	-	-
C17B7.15	WBGene00268213	-	3350177	3350967	Y	-	-	-	-	-	-	-	-	-	-	-	-
C17B7.14	WBGene00194898	-	3320343	3320532	Y	-	-	-	-	-	-	-	-	-	-	-	-
ZK262.11	WBGene00005419	srh-209	18403722	18404867	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y51A2A.5	WBGene00013061	-	18298539	18301439	-	-	-	-	-	-	-	Y	-	-	-	-	-
T10C6.10a	WBGene00011691	-	16036413	16038334	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
F47B8.4b	WBGene00009805	-	14323528	14324673	-	-	-	-	-	-	-	Y	-	-	-	-	-
F27E11.1a	WBGene00017867	slc-28.1	3463814	3466150	Y	-	-	-	-	-	-	-	-	-	-	-	-
T26H2.9a	WBGene00003669	nhr-79	19207680	19211895	-	-	-	-	-	-	-	Y	-	-	-	-	-
C25A6.1	WBGene00016081	-	5408523	5410132	-	-	-	-	Y	-	-	-	-	-	-	-	-
F49A5.9	WBGene00009860	clec-32	16860228	16861869	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y39B6A.34a	WBGene00012693	-	19001018	19001856	-	-	-	-	-	-	-	Y	HCON_00135460-00001	5767058	5768049	-	-
W06G6.8	WBGene00005824	srw-77	16641849	16643658	-	-	-	-	-	-	-	Y	-	-	-	-	-
F55B12.9	WBGene00006020	srx-129	13834251	13836629	-	-	-	-	-	-	-	Y	-	-	-	-	-
F55B12.8	WBGene00005908	srx-17	13841146	13842481	-	-	-	-	-	-	-	Y	-	-	-	-	-
C31B8.6a	WBGene00006111	str-46	2898436	2899967	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
F55B12.2	WBGene00010088	-	13815374	13816977	-	-	-	-	-	-	-	Y	-	-	-	-	-
F55B12.5	WBGene00003812	nrf-5	13826959	13831072	-	-	-	-	-	-	-	Y	HCON_00153560-00001	34982215	34993574	-	-
F55B12.4	WBGene00010089	hpo-31	13823052	13825222	-	-	-	-	-	-	-	Y	HCON_00140340-00001	12795511	12803984	-	-
F55B12.7	WBGene00006019	srx-128	13837473	13838708	-	-	-	-	-	-	-	Y	-	-	-	-	-
F55B12.6	WBGene00006210	str-165	13831113	13832977	-	-	-	-	-	-	-	Y	-	-	-	-	-
C38C3.9	WBGene00016517	nhr-260	1509951	1511637	-	-	Y	-	-	-	-	-	-	-	-	-	-
Y73C8C.6a	WBGene00006130	str-68	3106228	3107550	Y	-	Y	-	-	-	-	-	-	-	-	-	-
C38C3.5	WBGene00006794	unc-60	1475084	1492257	-	-	Y	-	-	-	-	-	-	-	-	-	-
F36G9.13	WBGene00009489	-	15983294	15986676	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
C38C3.1	WBGene00005691	sru-28	1506295	1508096	-	-	Y	-	-	-	-	-	-	-	-	-	-
F36G9.14	WBGene00009490	fbxa-99	15981685	15982854	-	-	-	-	-	-	Y	Y	-	-	-	-	-
C38C3.2	WBGene00005690	sru-27	1499440	1500687	-	-	Y	-	-	-	-	-	-	-	-	-	-
Y46H3D.7a	WBGene00021611	nhr-238	1628103	1629432	-	-	Y	-	-	-	-	-	-	-	-	-	-
F44C8.9a	WBGene00018415	nhr-184	2212871	2214478	Y	-	Y	-	-	-	-	-	-	-	-	-	-
B0213.10	WBGene00015040	cyp-34A5	3955766	3957715	Y	-	-	-	-	-	-	-	-	-	-	-	-
B0213.12	WBGene00015042	cyp-34A7	3961682	3963815	Y	-	-	-	-	-	-	-	-	-	-	-	-
B0213.14	WBGene00015043	cyp-34A8	3964762	3967871	Y	-	-	-	-	-	-	-	-	-	-	-	-
B0213.16	WBGene00015045	cyp-34A10	3970712	3973001	Y	-	-	-	-	-	-	-	-	-	-	-	-
F13A7.7	WBGene00008725	-	16382076	16383829	-	-	-	-	-	Y	-	Y	-	-	-	-	-
C49G7.13	WBGene00269425	-	4036111	4038072	Y	-	-	-	-	-	-	-	-	-	-	-	-
C47A10.8	WBGene00005909	srx-18	17796200	17798889	-	-	-	-	-	-	-	Y	-	-	-	-	-
K06B4.12	WBGene00006686	twk-34	15704960	15709592	-	-	-	-	-	-	-	Y	-	-	-	-	-
C47A10.6	WBGene00008128	srab-12	17780271	17783642	-	-	-	-	-	-	-	Y	-	-	-	-	-
C47A10.7	WBGene00005492	srh-288	17794909	17795755	-	-	-	-	-	-	-	Y	-	-	-	-	-
F10A3.8	WBGene00006154	str-97	16153855	16155211	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
C47A10.1	WBGene00004003	pgp-9	17755888	17764751	-	-	-	-	-	-	-	Y	-	-	-	-	-
C47A10.2	WBGene00005488	srh-283	17765348	17766807	-	-	-	-	-	-	-	Y	-	-	-	-	-
C47A10.3	WBGene00005489	srh-284	17767549	17769621	-	-	-	-	-	-	-	Y	-	-	-	-	-
ZK697.2a	WBGene00022805	nhr-256	1743771	1747981	-	-	Y	-	-	-	-	-	-	-	-	-	-
K08D9.4a	WBGene00019525	-	3198546	3200423	Y	-	-	-	-	-	-	-	-	-	-	-	-
F14H8.1a	WBGene00008832	obr-2	15011870	15014258	-	-	-	-	-	-	-	Y	-	-	-	-	-
T10B5.10a	WBGene00020396	-	1852401	1856276	Y	-	Y	-	-	-	-	-	HCON_00151780-00001	32183318	32195636	-	-
T05E12.7a	WBGene00005444	srh-237	17090362	17091704	-	-	-	-	-	-	-	Y	-	-	-	-	-
K07C6.11a	WBGene00005959	srx-68	3912772	3914597	Y	-	-	-	-	-	-	-	-	-	-	-	-
F43D2.3	WBGene00009652	-	14631891	14633106	-	-	-	-	-	-	-	Y	-	-	-	-	-
F54B8.5	WBGene00000014	abf-3	15817410	15817846	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y19D10A.7a	WBGene00021222	irld-53	2348215	2350325	Y	-	Y	-	-	-	-	-	-	-	-	-	-
K06B4.2	WBGene00003642	nhr-52	15677582	15680074	-	-	-	-	-	-	-	Y	-	-	-	-	-
F53E4.2	WBGene00206516	-	15654424	15655237	-	-	-	-	-	-	-	Y	-	-	-	-	-
C01G10.5	WBGene00007232	-	15089076	15089538	-	-	-	-	-	-	-	Y	-	-	-	-	-
F10D2.2a	WBGene00017329	ugt-39	7157142	7159196	-	-	-	Y	-	-	-	-	-	-	-	-	-
C01G10.6	WBGene00007233	-	15087656	15088431	-	-	-	-	-	-	-	Y	-	-	-	-	-
R09A1.5a	WBGene00019975	flp-34	1027894	1031652	-	-	Y	-	-	-	-	-	HCON_00140260-00001	12701839	12715945	-	-
Y39B6A.2a	WBGene00012665	pph-5	19190540	19199272	-	-	-	-	-	-	-	Y	HCON_00145970-00001	22894068	22902748	-	-
K06B4.1	WBGene00003641	nhr-51	15674026	15675620	-	-	-	-	-	-	-	Y	-	-	-	-	-
R10D12.12	WBGene00011193	algn-13	13961236	13961977	-	-	-	-	-	-	-	Y	HCON_00156997-00001	39843011	39844259	Y	-
K06B4.6	WBGene00010601	nhr-268	15690204	15691606	-	-	-	-	-	-	-	Y	-	-	-	-	-
C15H11.13	WBGene00077576	-	14395070	14395749	-	-	-	-	-	-	-	Y	-	-	-	-	-
C01G10.1	WBGene00007230	-	15099747	15104405	-	-	-	-	-	-	-	Y	-	-	-	-	-
C02A12.1	WBGene00001781	gst-33	3467451	3468562	Y	-	-	-	-	-	-	-	-	-	-	-	-
T01C3.7	WBGene00001423	fib-1	15000647	15002109	-	-	-	-	-	-	-	Y	HCON_00142250-00001	16047523	16051017	-	-
C02A12.3	WBGene00015316	srbc-30	3478031	3480446	Y	-	-	-	-	-	-	-	-	-	-	-	-
C02A12.2	WBGene00015315	srbc-29	3469445	3470882	Y	-	-	-	-	-	-	-	-	-	-	-	-
C02A12.5	WBGene00015317	srbc-32	3485549	3486957	Y	-	-	-	-	-	-	-	-	-	-	-	-
C02A12.4	WBGene00003096	lys-7	3481418	3482600	Y	-	-	-	-	-	-	-	-	-	-	-	-
C02A12.6	WBGene00015318	srbc-36	3489228	3490535	Y	-	-	-	-	-	-	-	-	-	-	-	-
C02A12.9	WBGene00044089	srbc-31	3476405	3477596	Y	-	-	-	-	-	-	-	-	-	-	-	-
C02A12.8	WBGene00044088	oac-2	3471870	3475121	Y	-	-	-	-	-	-	-	-	-	-	-	-
K06B4.5	WBGene00010600	nhr-196	15685726	15687715	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y59A8B.6	WBGene00013343	prp-6	18022479	18042353	-	-	-	-	-	-	-	Y	-	-	-	-	-
T01C3.9	WBGene00011324	hrde-2	15005096	15006400	-	-	-	-	-	-	-	Y	-	-	-	-	-
F20E11.15	WBGene00044100	srbc-27	17431203	17432501	-	-	-	-	-	-	-	Y	-	-	-	-	-
F20E11.17	WBGene00050906	-	17468613	17469280	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y39B6A.23	WBGene00012682	asp-16	19039058	19042605	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y39B6A.22	WBGene00012681	asp-15	19043215	19044853	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y39B6A.20	WBGene00000214	asp-1	19045616	19050755	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y39B6A.27	WBGene00012686	-	19031742	19035255	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y39B6A.25	WBGene00012684	-	19026463	19031630	-	-	-	-	-	-	-	Y	-	-	-	-	-
T06C12.11	WBGene00011518	-	15892996	15894160	-	-	-	-	-	-	-	Y	-	-	-	-	-
C01G10.8	WBGene00007235	ahsa-1	15084059	15085382	-	-	-	-	-	-	-	Y	HCON_00160130-00001	43665657	43670185	-	-
C01G10.9	WBGene00007236	-	15082530	15084147	-	-	-	-	-	-	-	Y	-	-	-	-	-
R10D12.10	WBGene00011191	-	13956106	13958347	-	-	-	-	-	-	-	Y	-	-	-	-	-
ZK218.5	WBGene00013939	-	17101132	17102017	-	-	-	-	-	-	-	Y	-	-	-	-	-
T15B7.8b	WBGene00020520	-	6823676	6826872	-	-	-	Y	-	-	-	-	-	-	-	-	-
T25E12.4f	WBGene00012019	dkf-2	16747559	16788441	-	-	-	-	-	-	-	Y	HCON_00144520-00001	19915197	20003926	-	-
T06C12.8b	WBGene00011515	oac-42	15881994	15884839	-	-	-	-	-	-	-	Y	-	-	-	-	-
F14H8.8	WBGene00077582	-	15029469	15030187	-	-	-	-	-	-	-	Y	-	-	-	-	-
ZK228.13	WBGene00195061	-	18467944	18468197	-	-	-	-	-	-	-	Y	-	-	-	-	-
C45H4.18a	WBGene00044087	-	2175542	2177503	Y	-	Y	-	-	-	-	-	-	-	-	-	-
C01G10.16	WBGene00007241	-	15092966	15094382	-	-	-	-	-	-	-	Y	-	-	-	-	-
F23B12.4a	WBGene00009081	-	14441151	14445349	-	-	-	-	-	-	-	Y	HCON_00142850-00001	16985915	16993513	-	-
E03D2.4a	WBGene00017107	srt-12	4240952	4242531	Y	-	-	-	-	-	-	-	-	-	-	-	-
F10A3.6	WBGene00006155	str-99	16157335	16158491	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
T10C6.1	WBGene00006263	str-232	16014509	16015752	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
T10C6.5	WBGene00011687	cwc-15	16023351	16024196	-	-	-	-	-	Y	Y	Y	HCON_00134620-00001	4813425	4815145	-	-
T10C6.7	WBGene00011689	-	16027445	16031713	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
K08B12.1	WBGene00019520	-	6259391	6260785	-	-	-	Y	-	-	-	-	-	-	-	-	-
K08B12.2	WBGene00019521	dmd-7	6249172	6252458	-	-	-	Y	-	-	-	-	-	-	-	-	-
K08B12.3	WBGene00019522	-	6235176	6237808	-	-	-	Y	-	-	-	-	HCON_00162280-00001	46699921	46701588	-	Y
ZK1037.3	WBGene00014191	srt-22	15314668	15315927	-	-	-	-	-	-	-	Y	-	-	-	-	-
ZK1037.1	WBGene00014190	irld-62	15311080	15312536	-	-	-	-	-	-	-	Y	-	-	-	-	-
ZK1037.6	WBGene00014194	-	15325812	15327795	-	-	-	-	-	-	-	Y	-	-	-	-	-
T03D3.5	WBGene00020183	-	2823806	2826835	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
T03D3.4	WBGene00005259	srh-36	2819581	2821668	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
F08H9.12	WBGene00023515	srz-97	14465095	14468246	-	-	-	-	-	-	-	Y	-	-	-	-	-
T03D3.6	WBGene00005627	srj-45	2835411	2836601	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
T03D3.1	WBGene00020182	ugt-53	2849343	2852031	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
T03D3.3	WBGene00005749	srw-2	2830878	2832554	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
F16B3.2	WBGene00017502	-	1315105	1315524	-	-	Y	-	-	-	-	-	-	-	-	-	-
Y17D7B.3	WBGene00012451	-	18784954	18786788	-	-	-	-	-	-	-	Y	-	-	-	-	-
F49A5.4b	WBGene00009856	clec-24	16862012	16863890	-	-	-	-	-	-	-	Y	-	-	-	-	-
F41B5.3a	WBGene00018261	cyp-33C5	2245004	2247029	Y	-	Y	-	-	-	-	-	-	-	-	-	-
F09F3.7	WBGene00006025	srx-134	13854878	13856476	-	-	-	-	-	-	-	Y	-	-	-	-	-
K04F1.9a	WBGene00019388	-	1665221	1665950	-	-	Y	-	-	-	-	-	-	-	-	-	-
T26H5.10	WBGene00044783	-	15443330	15443808	-	-	-	-	-	-	-	Y	-	-	-	-	-
F11D11.22	WBGene00271804	-	18762344	18763561	-	-	-	-	-	-	-	Y	-	-	-	-	-
F11D11.21	WBGene00206492	-	18750163	18750691	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y6E2A.8	WBGene00012401	irld-57	15724810	15726710	-	-	-	-	-	-	-	Y	-	-	-	-	-
C01G10.18	WBGene00077583	-	15088378	15088710	-	-	-	-	-	-	-	Y	-	-	-	-	-
F09F3.6	WBGene00008628	ttr-21	13853834	13855260	-	-	-	-	-	-	-	Y	-	-	-	-	-
C01G10.14	WBGene00007239	-	15105327	15105943	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y6E2A.1	WBGene00012397	-	15709578	15710501	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y6E2A.2	WBGene00006156	str-101	15710787	15711998	-	-	-	-	-	-	-	Y	-	-	-	-	-
F53C11.1a	WBGene00009971	-	13775796	13777771	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y46H3A.6a	WBGene00001632	gly-7	1815851	1821323	Y	-	Y	-	-	-	-	-	HCON_00142700-00001	16797132	16803975	-	-
F44G3.14	WBGene00044661	fbxa-143	16125794	16127501	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
Y39H10A.2b	WBGene00021479	oac-55	3761139	3766306	Y	-	-	-	-	-	-	-	-	-	-	-	-
Y39H10A.1	WBGene00021478	-	3767204	3767808	Y	-	-	-	-	-	-	-	-	-	-	-	-
Y40B10A.3a	WBGene00021488	srab-23	2033792	2035645	Y	-	Y	-	-	-	-	-	-	-	-	-	-
F10A3.3	WBGene00008633	fbxa-18	16143558	16144664	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
R08A2.9	WBGene00219318	-	14708258	14708639	-	-	-	-	-	-	-	Y	-	-	-	-	-
R08A2.4	WBGene00011135	fbxa-147	14716499	14717425	-	-	-	-	-	-	-	Y	-	-	-	-	-
R08A2.2	WBGene00011133	-	14714207	14715720	-	-	-	-	-	-	-	Y	-	-	-	-	-
R08A2.3	WBGene00011134	ssp-33	14711313	14711736	-	-	-	-	-	-	-	Y	-	-	-	-	-
T22F3.2a	WBGene00020695	-	3586639	3589015	Y	-	-	-	-	-	-	-	-	-	-	-	-
R08A2.1	WBGene00011132	-	14718543	14719591	-	-	-	-	-	-	-	Y	-	-	-	-	-
ZK697.11a	WBGene00005410	srh-199	1750001	1751549	-	-	Y	-	-	-	-	-	-	-	-	-	-
D1086.12b	WBGene00044082	-	14101254	14102818	-	-	-	-	-	-	-	Y	-	-	-	-	-
W06D12.5	WBGene00006685	twk-33	17710039	17714377	-	-	-	-	-	-	-	Y	-	-	-	-	-
F40D4.9a	WBGene00009569	srz-66	17166028	17167557	-	-	-	-	-	-	-	Y	-	-	-	-	-
T08G3.10	WBGene00005782	srw-35	16472513	16473470	-	-	-	-	-	Y	-	Y	-	-	-	-	-
Y37H2A.14	WBGene00045416	-	18143716	18144720	-	-	-	-	-	-	-	Y	-	-	-	-	-
C06H5.6a	WBGene00007394	-	17879819	17888968	-	-	-	-	-	-	-	Y	HCON_00150450-00001	30181048	30196667	-	-
C55A1.4	WBGene00008322	-	15642639	15643491	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y57E12B.1	WBGene00021961	-	6948529	6948872	-	-	-	Y	-	-	-	-	-	-	-	-	-
C14A6.5	WBGene00007569	-	18163437	18164858	-	-	-	-	-	-	-	Y	-	-	-	-	-
D1086.4a	WBGene00001864	him-5	14090426	14092454	-	-	-	-	-	-	-	Y	-	-	-	-	-
F47D2.7a	WBGene00018558	srt-20	4276034	4278691	Y	-	-	-	-	-	-	-	-	-	-	-	-
F09F3.2	WBGene00006022	srx-131	13845436	13846727	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y57E12B.3	WBGene00021963	lipl-6	6931475	6934312	-	-	-	Y	-	-	-	-	HCON_00140760-00001	13643470	13652514	-	-
Y39B6A.47a	WBGene00012703	nhr-145	19087723	19092668	-	-	-	-	-	-	-	Y	-	-	-	-	-
F44G3.5	WBGene00009707	srxa-16	16112992	16114337	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
F11D11.4	WBGene00008699	-	18761378	18761613	-	-	-	-	-	-	-	Y	-	-	-	-	-
ZC376.8	WBGene00013879	-	14180247	14181540	-	-	-	-	-	-	-	Y	-	-	-	-	-
ZK1037.4a	WBGene00014192	nhr-246	15316497	15318425	-	-	-	-	-	-	-	Y	-	-	-	-	-
B0391.11a	WBGene00007166	fbxa-152	15600323	15602347	-	-	-	-	-	-	-	Y	-	-	-	-	-
F44C8.8a	WBGene00003723	nhr-133	2210513	2212114	Y	-	Y	-	-	-	-	-	-	-	-	-	-
F44G3.6	WBGene00004809	skr-3	16121084	16122649	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
K11G9.4	WBGene00001210	egl-46	6679101	6681573	-	-	-	Y	-	-	-	-	HCON_00150590-00002	30336432	30340285	-	-
K11G9.5	WBGene00019655	-	6685807	6688492	-	-	-	Y	-	-	-	-	-	-	-	-	-
K11G9.6	WBGene00003473	mtl-1	6691264	6691863	-	-	-	Y	-	-	-	-	-	-	-	-	-
Y102A5C.13	WBGene00013619	fbxa-112	16947158	16948111	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y102A5C.14	WBGene00013620	fbxa-111	16948659	16949674	-	-	-	-	-	-	-	Y	-	-	-	-	-
K11G9.1	WBGene00019652	cest-34	6676799	6679109	-	-	-	Y	-	-	-	-	-	-	-	-	-
K11G9.2	WBGene00019653	cest-31	6674267	6676426	-	-	-	Y	-	-	-	-	-	-	-	-	-
K11G9.3	WBGene00019654	cest-28	6669823	6672036	-	-	-	Y	-	-	-	-	-	-	-	-	-
Y102A5C.18	WBGene00001161	efl-1	16958587	16965675	-	-	-	-	-	-	-	Y	HCON_00132200-00001	1431482	1435396	-	-
Y102A5C.19	WBGene00013623	fbxa-90	16966814	16968586	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y51A2D.21	WBGene00044210	-	18571829	18573026	-	-	-	-	-	-	-	Y	HCON_00162380-00001	46817322	46819407	-	Y
F31F7.1a	WBGene00017964	-	6276439	6278160	-	-	-	Y	-	-	-	-	-	-	-	-	-
F57G4.1	WBGene00010206	-	17623530	17624559	-	-	-	-	-	-	-	Y	-	-	-	-	-
T07H8.3	WBGene00005950	srx-59	6971867	6973149	-	-	-	Y	-	-	-	-	-	-	-	-	-
C53A3.4	WBGene00303231	-	5758224	5758838	-	-	-	-	Y	-	-	-	-	-	-	-	-
T07H8.1	WBGene00005907	srx-16	6976347	6977387	-	-	-	Y	-	-	-	-	-	-	-	-	-
C53A3.2	WBGene00016892	pgph-3	5762350	5763846	-	-	-	-	Y	-	-	-	-	-	-	-	-
C53A3.3	WBGene00044543	-	5756493	5756657	-	-	-	-	Y	-	-	-	-	-	-	-	-
R10E8.5	WBGene00011211	-	18254783	18257067	-	-	-	-	-	-	-	Y	-	-	-	-	-
C53A3.1	WBGene00016891	-	5758792	5760232	-	-	-	-	Y	-	-	-	-	-	-	-	-
C36C5.3	WBGene00016472	srbc-6	3170138	3171408	Y	-	-	-	-	-	-	-	-	-	-	-	-
C36C5.5	WBGene00016474	-	3157077	3157870	Y	-	-	-	-	-	-	-	-	-	-	-	-
C36C5.7	WBGene00016476	srab-10	3143094	3144597	Y	-	-	-	-	-	-	-	-	-	-	-	-
C36C5.6	WBGene00016475	srab-9	3139931	3141290	Y	-	-	-	-	-	-	-	-	-	-	-	-
C36C5.8	WBGene00016477	srab-11	3145200	3147032	Y	-	-	-	-	-	-	-	-	-	-	-	-
K09D9.6	WBGene00005230	srh-4	4010470	4011966	Y	-	-	-	-	-	-	-	-	-	-	-	-
K09D9.7	WBGene00005233	srh-7	4008227	4009818	Y	-	-	-	-	-	-	-	-	-	-	-	-
F08F3.9b	WBGene00017265	snpc-1.3	5437084	5439168	-	-	-	-	Y	-	-	-	-	-	-	-	-
K09D9.2	WBGene00019565	cyp-35A3	4022609	4024479	Y	-	-	-	-	-	-	-	-	-	-	-	-
K09D9.3	WBGene00019566	-	4019488	4020601	Y	-	-	-	-	-	-	-	-	-	-	-	-
F44E7.9	WBGene00018431	-	5791228	5792228	-	-	-	-	Y	-	-	-	HCON_00157010-00001	39853646	39856432	Y	-
K09D9.1	WBGene00019564	-	4025047	4026212	Y	-	-	-	-	-	-	-	-	-	-	-	-
ZK697.12	WBGene00005849	srw-102	1720227	1721973	-	-	Y	-	-	-	-	-	-	-	-	-	-
F44E7.6	WBGene00018428	fbxa-183	5781317	5782787	-	-	-	-	Y	-	-	-	-	-	-	-	-
ZK697.10	WBGene00006205	str-160	1734869	1736767	-	-	Y	-	-	-	-	-	-	-	-	-	-
F44E7.3	WBGene00018425	-	5771945	5772511	-	-	-	-	Y	-	-	-	-	-	-	-	-
F44E7.2	WBGene00018424	pgph-2	5765129	5771768	-	-	-	-	Y	-	-	-	-	-	-	-	-
K09D9.8	WBGene00005234	srh-8	4005567	4007517	Y	-	-	-	-	-	-	-	-	-	-	-	-
K09D9.9	WBGene00019567	-	3992628	3994180	Y	-	-	-	-	-	-	-	-	-	-	-	-
T02B5.4	WBGene00005104	srd-26	14161459	14163009	-	-	-	-	-	-	-	Y	-	-	-	-	-
T02B5.2	WBGene00011363	ocam-1	14167228	14167729	-	-	-	-	-	-	-	Y	-	-	-	-	-
H12D21.2a	WBGene00010378	-	14887685	14888477	-	-	-	-	-	-	-	Y	-	-	-	-	-
D1086.18	WBGene00045405	-	14085889	14087186	-	-	-	-	-	-	-	Y	-	-	-	-	-
F35F10.9a	WBGene00018058	srbc-1	3298885	3301998	Y	-	-	-	-	-	-	-	-	-	-	-	-
H12D21.4	WBGene00010380	mpst-2	14891377	14893455	-	-	-	-	-	-	-	Y	-	-	-	-	-
H12D21.5	WBGene00010381	-	14894000	14894854	-	-	-	-	-	-	-	Y	-	-	-	-	-
H12D21.3	WBGene00010379	-	14885897	14886148	-	-	-	-	-	-	-	Y	-	-	-	-	-
C54E10.10	WBGene00206523	-	18802903	18803360	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y6E2A.4	WBGene00012398	-	15712208	15716779	-	-	-	-	-	-	-	Y	-	-	-	-	-
C14A6.3	WBGene00007567	-	18146377	18150259	-	-	-	-	-	-	-	Y	-	-	-	-	-
R09B5.11	WBGene00019979	-	1439179	1441867	-	-	Y	-	-	-	-	-	-	-	-	-	-
B0213.8	WBGene00006141	str-82	3974661	3976264	Y	-	-	-	-	-	-	-	-	-	-	-	-
R09B5.13	WBGene00044900	cnc-11	1442588	1442917	-	-	Y	-	-	-	-	-	-	-	-	-	-
B0213.5	WBGene00003768	nlp-30	3981980	3982741	Y	-	-	-	-	-	-	-	-	-	-	-	-
B0213.4	WBGene00003767	nlp-29	3982357	3984849	Y	-	-	-	-	-	-	-	-	-	-	-	-
B0213.7	WBGene00006142	str-83	3977264	3978811	Y	-	-	-	-	-	-	-	-	-	-	-	-
B0213.6	WBGene00003769	nlp-31	3980055	3980622	Y	-	-	-	-	-	-	-	-	-	-	-	-
C39F7.5	WBGene00016540	-	1264773	1270160	-	-	Y	-	-	-	-	-	HCON_00143110-00001	17503497	17513506	-	-
C39F7.4	WBGene00004266	rab-1	1262617	1263989	-	-	Y	-	-	-	-	-	HCON_00143120-00001	17517420	17522247	-	-
T24A6.18	WBGene00001738	grl-29	3554611	3555236	Y	-	-	-	-	-	-	-	-	-	-	-	-
T24A6.19	WBGene00020755	grl-31	3557137	3557778	Y	-	-	-	-	-	-	-	-	-	-	-	-
T13F3.8	WBGene00044205	-	16269800	16272575	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
C14A6.6	WBGene00007570	-	18165239	18167261	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y61B8B.1	WBGene00005582	sri-70	17303054	17304438	-	-	-	-	-	-	-	Y	-	-	-	-	-
