OG0002185: 2L52.1a HCON_00053970-00001
OG0006334: HCON_00085330-00001 K06H7.9
OG0006336: HCON_00193860-00001 K07A1.10
OG0006337: HCON_00011970-00001 K07A1.12
OG0006338: HCON_00010615-00001 K07A1.15
OG0006339: HCON_00067530-00001 K07A1.16a
OG0006340: HCON_00145860-00001 K07A1.3
OG0006341: HCON_00026260-00001 K07A1.7
OG0006342: HCON_00011940-00001 K07A1.8
OG0006343: HCON_00011950-00001 K07A1.9a
OG0006344: HCON_00032890-00001 K07A12.1
OG0006345: HCON_00025930-00001 K07A12.2
OG0006346: HCON_00011700-00001 K07A12.4a
OG0006347: HCON_00191470-00001 K07A12.6
OG0006348: HCON_00010250-00001 K07A12.7
OG0006349: HCON_00189110-00001 K07A3.1a
OG0006350: HCON_00015640-00001 K07A3.2a
OG0006351: HCON_00022400-00001 K07A3.3b
OG0006352: HCON_00128920-00001 K07A9.2
OG0006353: HCON_00128900-00001 K07A9.3
OG0006354: HCON_00067770-00002 K07B1.1
OG0006355: HCON_00145285-00001 K07B1.2
OG0006356: HCON_00145280-00001 K07B1.3
OG0006357: HCON_00191610-00002 K07B1.4a
OG0006358: HCON_00133670-00001 K07B1.7a
OG0006359: HCON_00063030-00001 K07C10.1
OG0006360: HCON_00192390-00001 K07C11.1
OG0006362: HCON_00140830-00001 K07C11.5
OG0006363: HCON_00133540-00001 K07C11.7a
OG0006364: HCON_00133551-00001 K07C11.8
OG0006365: HCON_00003750-00001 K07C11.9
OG0006366: HCON_00162100-00001 K07C5.1
OG0006367: HCON_00079360-00002 K07C5.2
OG0006368: HCON_00142350-00001 K07C5.4
OG0006369: HCON_00030340-00001 K07C5.5
OG0006370: HCON_00149940-00001 K07C5.6
OG0006371: HCON_00132430-00001 K07C5.7
OG0006372: HCON_00135750-00001 K07C5.8b
OG0006373: HCON_00068320-00001 K07D4.3
OG0006374: HCON_00036910-00001 K07D4.4
OG0006375: HCON_00036890-00001 K07D4.5
OG0006376: HCON_00054950-00001 K07D4.7a
OG0006377: HCON_00036930-00001 K07D4.8
OG0006378: HCON_00036900-00001 K07D4.9
OG0006379: HCON_00078020-00001 K07D8.1
OG0006380: HCON_00040710-00001 K07E1.1
OG0006381: HCON_00082680-00001 K07E12.1a
OG0006382: HCON_00035510-00001 K07E3.3
OG0006383: HCON_00035770-00001 K07E3.4b
OG0006384: HCON_00068780-00001 K07E3.8
OG0006385: HCON_00035590-00001 K07E8.5
OG0006386: HCON_00127240-00001 K07F5.12
OG0006387: HCON_00106620-00001 K07F5.13c
OG0006388: HCON_00106610-00001 K07F5.14
OG0006389: HCON_00106600-00001 K07F5.15
OG0006390: HCON_00106605-00001 K07F5.16a
OG0006392: HCON_00011500-00002 K07F5.4
OG0006394: HCON_00001630-00003 K07G5.1
OG0006395: HCON_00017050-00001 K07G5.2
OG0006396: HCON_00001740-00001 K07G5.3
OG0006397: HCON_00126690-00001 K07G5.4
OG0006398: HCON_00001640-00001 K07G5.6
OG0006399: HCON_00113750-00001 K07H8.1
OG0006400: HCON_00113720-00001 K07H8.10
OG0006401: HCON_00113740-00001 K07H8.2a
OG0006402: HCON_00113730-00001 K07H8.3
OG0006403: HCON_00099370-00001 K07H8.6c
OG0006404: HCON_00049690-00001 K08A2.5a
OG0006405: HCON_00173670-00001 K08A8.1a
OG0006406: HCON_00178200-00001 K08A8.2a
OG0006407: HCON_00070380-00001 K08A8.3a
OG0006408: HCON_00044720-00001 K08B12.1
OG0006409: HCON_00124170-00001 K08B12.2
OG0006410: HCON_00162280-00001 K08B12.3
OG0006411: HCON_00138990-00001 K08B12.5a
OG0006412: HCON_00112350-00001 K08B4.1d
OG0006414: HCON_00167660-00001 K08B5.1
OG0006415: HCON_00062340-00001 K08C7.3f
OG0006416: HCON_00009150-00001 K08C7.7
OG0006419: HCON_00147730-00001 K08D10.12a
OG0006420: HCON_00194180-00001 K08D10.2a
OG0006421: HCON_00101290-00001 K08D10.4
OG0006422: HCON_00106680-00001 K08D12.1
OG0006423: HCON_00106660-00001 K08D12.2
OG0006424: HCON_00106670-00001 K08D12.3a
OG0006425: HCON_00106690-00001 K08D12.4
OG0006426: HCON_00121350-00001 K08D12.5a
OG0006427: HCON_00068890-00001 K08E3.10
OG0006428: HCON_00091250-00001 K08E3.5b
OG0006429: HCON_00106260-00001 K08E3.6
OG0006430: HCON_00084460-00001 K08E3.7a
OG0006431: HCON_00075860-00002 K08E3.8
OG0006432: HCON_00115190-00001 K08E4.1
OG0006433: HCON_00121960-00001 K08E4.3b
OG0006434: HCON_00098520-00001 K08E4.5b
OG0006435: HCON_00102500-00001 K08E4.6
OG0006436: HCON_00081390-00001 K08E5.3a
OG0006437: HCON_00001550-00001 K08E7.1
OG0006438: HCON_00050200-00001 K08E7.3
OG0006440: HCON_00023620-00001 K08E7.5a
OG0006441: HCON_00118670-00001 K08E7.8a
OG0006442: HCON_00098130-00001 K08E7.9
OG0006443: HCON_00127930-00001 K08F11.3
OG0006444: HCON_00127935-00001 K08F11.4a
OG0006445: HCON_00107970-00001 K08F11.5
OG0006446: HCON_00108450-00001 K08F4.1
OG0006447: HCON_00108460-00001 K08F4.2
OG0006448: HCON_00100350-00001 K08F4.4
OG0006451: HCON_00056260-00001 K08F8.1a
OG0006452: HCON_00048550-00001 K08F8.2
OG0006453: HCON_00062650-00001 K08F8.3
OG0006454: HCON_00063120-00001 K08F8.4a
OG0006455: HCON_00009780-00001 K08F8.5a
OG0006456: HCON_00042780-00001 K08F8.6
OG0006457: HCON_00142530-00001 K08H10.10a
OG0006458: HCON_00134860-00001 K08H10.4
OG0006459: HCON_00144340-00001 K08H10.6
OG0006460: HCON_00159190-00001 K08H10.7
OG0006461: HCON_00159170-00001 K08H10.9
OG0006462: HCON_00174500-00001 K08H2.8
OG0006463: HCON_00167000-00001 K09A9.2
OG0006464: HCON_00190460-00002 K09A9.6b
OG0006465: HCON_00097660-00001 K09B11.10
OG0006466: HCON_00110470-00001 K09B11.1a
OG0006467: HCON_00110460-00001 K09B11.2a
OG0006468: HCON_00097640-00001 K09B11.9a
OG0006469: HCON_00123740-00001 K09B3.1b
OG0006470: HCON_00002360-00001 K09C4.8
OG0006472: HCON_00166860-00001 K09C8.1
OG0006473: HCON_00110200-00001 K09D9.9
OG0006474: HCON_00184910-00001 K09E2.1
OG0006475: HCON_00120310-00001 K09E2.4a
OG0006477: HCON_00060082-00001 K09E4.2a
OG0006478: HCON_00060084-00001 K09E4.3a
OG0006480: HCON_00040210-00001 K09E9.1b
OG0006481: HCON_00070725-00001 K09E9.2
OG0006482: HCON_00002535-00001 K09E9.4
OG0006483: HCON_00190810-00001 K09F5.6b
OG0006485: HCON_00192590-00001 K09G1.1e
OG0006486: HCON_00030350-00001 K09G1.2
OG0006487: HCON_00150890-00001 K09G1.4c
OG0006488: HCON_00138160-00001 K09H11.4
OG0006489: HCON_00143300-00001 K09H11.6
OG0006490: HCON_00082380-00001 K09H9.2
OG0006491: HCON_00114130-00001 K09H9.8
OG0006492: HCON_00189740-00001 K10B2.1b
OG0006493: HCON_00039790-00001 K10B2.4
OG0006494: HCON_00169890-00001 K10B3.10b
OG0006495: HCON_00070050-00001 K10B3.1b
OG0006496: HCON_00166800-00001 K10B3.6d
OG0006497: HCON_00042460-00001 K10B4.3
OG0006498: HCON_00052230-00001 K10B4.4
OG0006499: HCON_00042270-00001 K10C2.4
OG0006500: HCON_00017350-00001 K10C3.2
OG0006501: HCON_00017340-00001 K10C3.3
OG0006502: HCON_00017360-00001 K10C3.4a
OG0006503: HCON_00017370-00001 K10C3.5a
OG0006504: HCON_00017390-00001 K10C3.6c
OG0006505: HCON_00147900-00001 K10C8.1
OG0006506: HCON_00147890-00001 K10C8.2b
OG0006507: HCON_00158330-00001 K10C8.3a
OG0006508: HCON_00148640-00001 K10C9.3
OG0006510: HCON_00068730-00001 K10D2.1a
OG0006511: HCON_00068740-00001 K10D2.2
OG0006512: HCON_00068760-00001 K10D2.3
OG0006513: HCON_00069130-00001 K10D2.6
OG0006514: HCON_00074180-00001 K10D2.8
OG0006515: HCON_00015470-00001 K10D3.2
OG0006516: HCON_00141600-00001 K10D6.4b
OG0006517: HCON_00074440-00001 K10F12.3a
OG0006518: HCON_00072900-00001 K10F12.4a
OG0006520: HCON_00062880-00001 K10G6.1
OG0006521: HCON_00062875-00001 K10G6.2
OG0006522: HCON_00052340-00001 K10G6.4
OG0006523: HCON_00092590-00001 K10G9.2
OG0006524: HCON_00081840-00001 K10G9.3b
OG0006525: HCON_00086470-00001 K10H10.1
OG0006526: HCON_00041020-00001 K10H10.10a
OG0006528: HCON_00025400-00001 K11B4.1
OG0006529: HCON_00025410-00001 K11B4.2
OG0006530: HCON_00134210-00002 K11C4.2
OG0006531: HCON_00134220-00001 K11C4.3c
OG0006532: HCON_00147510-00001 K11C4.4
OG0006533: HCON_00140750-00001 K11C4.5e
OG0006534: HCON_00143020-00001 K11D12.10c
OG0006535: HCON_00143040-00001 K11D12.12
OG0006536: HCON_00143050-00001 K11D12.2
OG0006537: HCON_00153500-00001 K11D12.9
OG0006538: HCON_00002970-00001 K11D2.1b
OG0006539: HCON_00004500-00001 K11D2.2
OG0006540: HCON_00029875-00001 K11D2.3a
OG0006541: HCON_00029860-00001 K11D2.4a
OG0006542: HCON_00029870-00001 K11D2.5
OG0006543: HCON_00059160-00002 K11D9.1a
OG0006544: HCON_00065690-00001 K11D9.2a
OG0006545: HCON_00185190-00001 K11E4.4a
OG0006546: HCON_00115960-00001 K11E8.1r
OG0006547: HCON_00025040-00001 K11G12.2
OG0006549: HCON_00081640-00001 K11G12.5
OG0006550: HCON_00167520-00001 K11G12.6b
OG0006551: HCON_00025050-00001 K11G12.7
OG0006552: HCON_00150590-00002 K11G9.4
OG0006553: HCON_00099000-00001 K11H12.1
OG0006554: HCON_00098990-00001 K11H12.2
OG0006555: HCON_00099005-00001 K11H12.8a
OG0006556: HCON_00098980-00001 K11H12.9b
OG0006557: HCON_00071400-00001 K11H3.7
OG0006559: HCON_00133930-00001 K12B6.2b
OG0006560: HCON_00123380-00001 K12B6.4
OG0006561: HCON_00135108-00001 K12B6.9
OG0006562: HCON_00031070-00001 K12C11.1a
OG0006563: HCON_00031120-00001 K12C11.2
OG0006564: HCON_00031840-00001 K12C11.4a
OG0006565: HCON_00043430-00001 K12D12.2
OG0006566: HCON_00146260-00001 K12F2.2a
OG0006567: HCON_00075020-00001 K12H4.1
OG0006568: HCON_00069010-00001 K12H4.3
OG0006569: HCON_00085320-00001 K12H4.4
OG0006570: HCON_00038760-00002 K12H6.1
OG0006571: HCON_00069650-00001 K12H6.12
OG0006572: HCON_00176960-00001 LLC1.1a
OG0006573: HCON_00116050-00001 LLC1.2a
OG0006574: HCON_00120120-00001 LLC1.3a
OG0006575: HCON_00023560-00001 M01A10.2i
OG0006576: HCON_00032920-00001 M01A12.1
OG0006577: HCON_00079290-00001 M01A8.2a
OG0006578: HCON_00004370-00001 M01B12.3
OG0006579: HCON_00015430-00001 M01B12.4c
OG0006580: HCON_00015420-00001 M01B12.5a
OG0006581: HCON_00021150-00001 M01D7.2a
OG0006582: HCON_00021180-00001 M01D7.5
OG0006583: HCON_00020330-00001 M01D7.7a
OG0006584: HCON_00076000-00001 M01E10.2a
OG0006585: HCON_00013030-00001 M01E11.2
OG0006586: HCON_00025350-00001 M01E11.3
OG0006587: HCON_00023530-00001 M01E11.4c
OG0006588: HCON_00014600-00001 M01E11.7a
OG0006589: HCON_00012700-00001 M01E5.2
OG0006590: HCON_00012710-00001 M01E5.4
OG0006591: HCON_00029420-00001 M01E5.5a
OG0006592: HCON_00163260-00001 M01F1.2
OG0006593: HCON_00123630-00001 M01F1.3
OG0006594: HCON_00099790-00001 M01F1.6
OG0006595: HCON_00078600-00001 M01F1.7
OG0006596: HCON_00076420-00002 M01F1.9
OG0006597: HCON_00113620-00001 M01G5.1
OG0006598: HCON_00068700-00002 M01G5.3
OG0006599: HCON_00068710-00001 M01G5.5
OG0006600: HCON_00067210-00001 M01G5.6
OG0006601: HCON_00108500-00001 M01H9.2
OG0006602: HCON_00104430-00002 M01H9.3a
OG0006603: HCON_00108505-00001 M01H9.5
OG0006604: HCON_00110660-00001 M02B1.1a
OG0006605: HCON_00108960-00001 M02B1.2
OG0006606: HCON_00097120-00002 M02B1.3b
OG0006607: HCON_00128605-00001 M02B1.4
OG0006608: HCON_00156190-00001 M02B7.4b
OG0006609: HCON_00112550-00001 M02B7.5a
OG0006610: HCON_00112540-00001 M02B7.6a
OG0006611: HCON_00112560-00001 M02B7.7
OG0006612: HCON_00021700-00001 M02D8.1
OG0006613: HCON_00169380-00002 M02D8.4
OG0006614: HCON_00164750-00001 M02D8.5
OG0006615: HCON_00101260-00001 M02E1.2
OG0006616: HCON_00051300-00001 M02F4.8
OG0006617: HCON_00044160-00001 M02G9.1b
OG0006618: HCON_00042040-00001 M03A1.1b
OG0006619: HCON_00061230-00001 M03A1.6e
OG0006620: HCON_00025100-00001 M03A1.7
OG0006621: HCON_00053800-00001 M03A8.1
OG0006622: HCON_00185580-00001 M03A8.2
OG0006623: HCON_00174260-00001 M03A8.4
OG0006624: HCON_00163890-00001 M03B6.3
OG0006625: HCON_00065805-00001 M03C11.1
OG0006626: HCON_00065840-00001 M03C11.2
OG0006627: HCON_00065830-00001 M03C11.4
OG0006628: HCON_00065810-00002 M03C11.5
OG0006629: HCON_00078620-00001 M03C11.7
OG0006630: HCON_00078540-00001 M03C11.8
OG0006631: HCON_00102010-00002 M03D4.1d
OG0006632: HCON_00108490-00001 M03D4.4a
OG0006633: HCON_00065210-00001 M03E7.1
OG0006634: HCON_00150070-00001 M03E7.4
OG0006635: HCON_00185450-00001 M03F4.2a
OG0006636: HCON_00190700-00002 M03F4.3b
OG0006637: HCON_00186560-00001 M03F4.6
OG0006638: HCON_00186600-00001 M03F4.7a
OG0006639: HCON_00157580-00001 M03F8.2b
OG0006640: HCON_00157570-00001 M03F8.3b
OG0006641: HCON_00142280-00001 M03F8.4
OG0006642: HCON_00161700-00001 M03F8.6a
OG0006643: HCON_00117290-00001 M04B2.1
OG0006644: HCON_00117300-00001 M04B2.2
OG0006645: HCON_00117250-00001 M04B2.3
OG0006646: HCON_00079160-00001 M04B2.4
OG0006647: HCON_00124000-00001 M04B2.5a
OG0006648: HCON_00124020-00001 M04B2.6
OG0006649: HCON_00117320-00001 M04B2.7j
OG0006650: HCON_00023510-00001 M04C7.4
OG0006651: HCON_00023420-00001 M04C9.5b
OG0006652: HCON_00028340-00001 M04F3.4a
OG0006653: HCON_00016630-00001 M04F3.5a
OG0006654: HCON_00151030-00001 M04G12.1a
OG0006655: HCON_00151020-00002 M04G12.2
OG0006656: HCON_00142950-00001 M04G12.4c
OG0006657: HCON_00110780-00001 M04G7.1
OG0006658: HCON_00032210-00001 M05B5.2
OG0006659: HCON_00002625-00001 M05B5.4
OG0006660: HCON_00002630-00001 M05B5.5a
OG0006661: HCON_00032200-00001 M05B5.6
OG0006662: HCON_00052700-00001 M05D6.2
OG0006663: HCON_00036040-00001 M05D6.4
OG0006664: HCON_00036030-00001 M05D6.5a
OG0006665: HCON_00191530-00001 M05D6.9b
OG0006666: HCON_00062960-00001 M106.1
OG0006667: HCON_00062980-00001 M106.2
OG0006668: HCON_00036950-00001 M106.3a
OG0006669: HCON_00036960-00001 M106.4b
OG0006670: HCON_00036970-00001 M106.5
OG0006671: HCON_00036940-00001 M106.7
OG0006672: HCON_00062990-00001 M106.8
OG0006673: HCON_00053325-00001 M110.1
OG0006674: HCON_00137900-00001 M110.2
OG0006675: HCON_00044840-00001 M110.3
OG0006676: HCON_00044850-00001 M110.4e
OG0006677: HCON_00063550-00001 M110.5e
OG0006678: HCON_00077000-00001 M142.1c
OG0006679: HCON_00067730-00001 M142.2
OG0006680: HCON_00067740-00001 M142.4
OG0006681: HCON_00070665-00001 M142.5b
OG0006682: HCON_00070680-00001 M142.6a
OG0006683: HCON_00070670-00001 M142.8a
OG0006684: HCON_00011680-00001 M153.1
OG0006685: HCON_00065320-00001 M153.4
OG0006686: HCON_00045220-00001 M176.2
OG0006687: HCON_00039067-00001 M176.3
OG0006688: HCON_00039065-00002 M176.4
OG0006689: HCON_00050950-00001 M176.5
OG0006691: HCON_00112710-00001 M18.2
OG0006692: HCON_00125855-00001 M18.3
OG0006693: HCON_00102900-00001 M18.5
OG0006694: HCON_00101280-00001 M18.6a
OG0006695: HCON_00104890-00001 M18.8
OG0006696: HCON_00038630-00001 M195.3
OG0006697: HCON_00056730-00001 M28.1
OG0006698: HCON_00048730-00001 M28.10
OG0006699: HCON_00059130-00001 M28.5
OG0006700: HCON_00059150-00001 M28.6
OG0006701: HCON_00059155-00001 M28.7
OG0006702: HCON_00127080-00001 M4.1b
OG0006703: HCON_00106560-00001 M57.2a
OG0006704: HCON_00189420-00001 M6.3
OG0006705: HCON_00189430-00001 M6.4
OG0006706: HCON_00167470-00001 M60.4a
OG0006707: HCON_00165105-00003 M60.5
OG0006708: HCON_00165090-00001 M60.6
OG0006709: HCON_00069420-00001 M60.7
OG0006710: HCON_00131190-00001 M7.1
OG0006711: HCON_00130580-00001 M7.3
OG0006712: HCON_00131200-00001 M7.5
OG0006713: HCON_00067540-00001 M7.7
OG0006714: HCON_00110440-00001 M70.4a
OG0006715: HCON_00036190-00001 M79.2
OG0006716: HCON_00089180-00001 M88.2
OG0006717: HCON_00070780-00001 M88.4
OG0006718: HCON_00091480-00001 M88.5c
OG0006719: HCON_00091460-00001 M88.6b
OG0006720: HCON_00067520-00001 M88.7
OG0006721: HCON_00078395-00001 PAR2.1
OG0006722: HCON_00069300-00001 PAR2.4a
OG0006723: HCON_00017030-00001 PDB1.1a
OG0006724: HCON_00146725-00001 R01B10.4
OG0006725: HCON_00146730-00001 R01B10.5a
OG0006726: HCON_00146740-00001 R01B10.6
OG0006727: HCON_00165350-00002 R01E6.3a
OG0006728: HCON_00176650-00001 R01E6.4a
OG0006729: HCON_00167480-00001 R01E6.6
OG0006730: HCON_00188030-00001 R01E6.7
OG0006731: HCON_00080260-00001 R01H10.1
OG0006732: HCON_00094790-00001 R01H10.3c
OG0006733: HCON_00095240-00001 R01H10.4
OG0006734: HCON_00081810-00001 R01H10.6
OG0006735: HCON_00081820-00001 R01H10.7
OG0006736: HCON_00081830-00001 R01H10.8
OG0006737: HCON_00072140-00001 R01H2.5
OG0006738: HCON_00072145-00001 R01H2.6
OG0006739: HCON_00141160-00001 R01H2.7
OG0006740: HCON_00118680-00001 R02D3.1b
OG0006741: HCON_00114510-00001 R02D3.2
OG0006742: HCON_00110710-00001 R02D3.3a
OG0006743: HCON_00114490-00001 R02D3.4a
OG0006744: HCON_00114500-00001 R02D3.5
OG0006745: HCON_00145220-00001 R02D5.3
OG0006746: HCON_00163640-00001 R02D5.8
OG0006747: HCON_00169910-00001 R02E12.6
OG0006748: HCON_00175280-00001 R02E4.2
OG0006749: HCON_00160860-00001 R02F11.1
OG0006750: HCON_00026700-00001 R02F11.4
OG0006751: HCON_00065510-00001 R02F2.1b
OG0006752: HCON_00092410-00001 R02F2.2
OG0006753: HCON_00148440-00001 R02F2.7
OG0006754: HCON_00135315-00001 R02F2.8
OG0006755: HCON_00065525-00001 R02F2.9
OG0006756: HCON_00166260-00001 R03A10.3
OG0006757: HCON_00165500-00001 R03A10.5
OG0006758: HCON_00046560-00001 R03C1.1b
OG0006759: HCON_00061090-00001 R03C1.3a
OG0006760: HCON_00060300-00001 R03D7.1
OG0006761: HCON_00050290-00001 R03D7.5a
OG0006762: HCON_00039900-00001 R03D7.7
OG0006763: HCON_00016770-00001 R03D7.8
OG0006764: HCON_00168090-00001 R03E1.1
OG0006765: HCON_00057250-00001 R03E1.2
OG0006766: HCON_00168030-00001 R03E9.1
OG0006767: HCON_00105100-00001 R03G5.2
OG0006768: HCON_00051920-00001 R03H10.2
OG0006770: HCON_00015890-00001 R04B3.2
OG0006771: HCON_00015990-00001 R04B3.3
OG0006772: HCON_00052690-00001 R04F11.2
OG0006773: HCON_00142440-00001 R04F11.4b
OG0006774: HCON_00103890-00001 R05C11.1
OG0006775: HCON_00100360-00001 R05C11.3
OG0006776: HCON_00111530-00001 R05C11.4a
OG0006777: HCON_00024670-00001 R05D11.3
OG0006778: HCON_00026500-00001 R05D11.4
OG0006779: HCON_00024680-00001 R05D11.5
OG0006780: HCON_00024695-00001 R05D11.6
OG0006781: HCON_00022890-00001 R05D11.7
OG0006782: HCON_00022900-00001 R05D11.8
OG0006783: HCON_00024690-00001 R05D11.9
OG0006784: HCON_00089270-00001 R05D3.11
OG0006785: HCON_00089275-00001 R05D3.12a
OG0006786: HCON_00089250-00001 R05D3.2
OG0006787: HCON_00064320-00001 R05D3.3
OG0006788: HCON_00077120-00001 R05D3.4b
OG0006789: HCON_00077110-00001 R05D3.9
OG0006790: HCON_00030870-00001 R05D7.1
OG0006791: HCON_00028650-00001 R05D7.3a
OG0006792: HCON_00011610-00001 R05D7.5a
OG0006793: HCON_00040130-00001 R05F9.10
OG0006794: HCON_00041200-00001 R05F9.12
OG0006795: HCON_00056520-00002 R05F9.1b
OG0006796: HCON_00037815-00001 R05F9.6
OG0006797: HCON_00102090-00001 R05G6.1
OG0006798: HCON_00102100-00002 R05G6.10c
OG0006799: HCON_00065700-00001 R05G6.4
OG0006800: HCON_00112720-00001 R05G6.7
OG0006801: HCON_00045330-00001 R05G9.2b
OG0006802: HCON_00061310-00001 R05G9R.1
OG0006803: HCON_00049240-00001 R05H10.2
OG0006804: HCON_00033650-00001 R05H10.6
OG0006805: HCON_00077830-00001 R05H11.2
OG0006806: HCON_00125760-00001 R05H5.3
OG0006807: HCON_00051820-00001 R05H5.5
OG0006808: HCON_00016240-00001 R06A10.2a
OG0006809: HCON_00028850-00001 R06A10.4
OG0006810: HCON_00106935-00001 R06A10.5b
OG0006812: HCON_00057300-00001 R06A4.4c
OG0006813: HCON_00064580-00001 R06A4.7
OG0006814: HCON_00061660-00001 R06A4.8
OG0006815: HCON_00057350-00001 R06A4.9a
OG0006816: HCON_00080350-00001 R06B10.4b
OG0006817: HCON_00035740-00001 R06B9.5
OG0006818: HCON_00035830-00001 R06B9.6
OG0006819: HCON_00011890-00001 R06C1.2
OG0006820: HCON_00011880-00001 R06C1.3a
OG0006821: HCON_00008970-00001 R06C7.5a
OG0006822: HCON_00008980-00001 R06C7.6
OG0006823: HCON_00080600-00001 R06C7.8
OG0006824: HCON_00037510-00001 R06F6.1
OG0006825: HCON_00042700-00001 R06F6.12
OG0006826: HCON_00121075-00001 R06F6.2
OG0006827: HCON_00121072-00001 R06F6.4
OG0006828: HCON_00059740-00001 R06F6.8b
OG0006829: HCON_00035680-00001 R06F6.9
OG0006830: HCON_00023890-00001 R07B1.12
OG0006832: HCON_00166320-00001 R07B7.1
OG0006833: HCON_00132520-00001 R07B7.10
OG0006834: HCON_00132510-00001 R07B7.11
OG0006836: HCON_00190630-00001 R07D5.1d
OG0006837: HCON_00025250-00001 R07D5.2
OG0006838: HCON_00063690-00001 R07E3.1a
OG0006839: HCON_00188100-00001 R07E3.3a
OG0006840: HCON_00188110-00001 R07E3.4
OG0006841: HCON_00187870-00001 R07E3.6
OG0006842: HCON_00164710-00001 R07E4.1a
OG0006843: HCON_00164700-00002 R07E4.6c
OG0006844: HCON_00093835-00001 R07E5.1
OG0006845: HCON_00082610-00001 R07E5.10
OG0006846: HCON_00070900-00001 R07E5.13
OG0006847: HCON_00093820-00001 R07E5.14
OG0006848: HCON_00093800-00001 R07E5.17
OG0006849: HCON_00093830-00001 R07E5.2
OG0006850: HCON_00093810-00001 R07E5.3
OG0006851: HCON_00078520-00001 R07E5.4
OG0006852: HCON_00082600-00001 R07E5.7
OG0006853: HCON_00020105-00001 R07E5.8a
OG0006854: HCON_00061470-00001 R07G3.1
OG0006855: HCON_00061440-00001 R07G3.3d
OG0006856: HCON_00061430-00001 R07G3.5
OG0006857: HCON_00061450-00001 R07G3.7a
OG0006858: HCON_00061480-00001 R07G3.8
OG0006859: HCON_00061460-00001 R07G3.9
OG0006860: HCON_00123362-00001 R07H5.1
OG0006861: HCON_00123360-00001 R07H5.2a
OG0006862: HCON_00123364-00001 R07H5.3a
OG0006863: HCON_00096580-00002 R07H5.8
OG0006864: HCON_00146570-00001 R08A2.5b
OG0006865: HCON_00161130-00001 R08A2.7
OG0006866: HCON_00166980-00001 R08B4.2
OG0006867: HCON_00127050-00001 R08C7.10b
OG0006868: HCON_00115940-00001 R08C7.12b
OG0006869: HCON_00127040-00001 R08C7.3
OG0006870: HCON_00138390-00001 R08D7.1
OG0006871: HCON_00067010-00001 R08D7.2
OG0006872: HCON_00049425-00001 R08D7.3
OG0006873: HCON_00075790-00001 R08D7.4a
OG0006874: HCON_00075800-00001 R08D7.5
OG0006875: HCON_00071770-00001 R08D7.6a
OG0006876: HCON_00071780-00001 R08D7.7
OG0006877: HCON_00181020-00001 R08E3.3b
OG0006878: HCON_00174680-00001 R08E3.4b
OG0006879: HCON_00132010-00001 R08F11.1a
OG0006880: HCON_00140260-00001 R09A1.5a
OG0006881: HCON_00066640-00001 R09A8.3
OG0006882: HCON_00011830-00001 R09B3.1a
OG0006884: HCON_00012070-00001 R09B3.4
OG0006885: HCON_00012060-00001 R09B3.5
OG0006886: HCON_00161120-00001 R09B5.4
OG0006887: HCON_00140140-00001 R09B5.6
OG0006888: HCON_00124460-00001 R09E10.7
OG0006889: HCON_00150940-00001 R09E12.3
OG0006890: HCON_00190220-00001 R09G11.1
OG0006891: HCON_00190260-00001 R09G11.2a
OG0006892: HCON_00130680-00001 R09H10.4
OG0006893: HCON_00130850-00001 R09H10.5
OG0006894: HCON_00125765-00001 R09H10.6
OG0006895: HCON_00129070-00001 R102.4b
OG0006896: HCON_00123665-00001 R102.6
OG0006897: HCON_00187180-00001 R106.2
OG0006898: HCON_00072250-00001 R107.1b
OG0006899: HCON_00191600-00001 R107.2
OG0006900: HCON_00066200-00001 R107.5b
OG0006901: HCON_00042640-00001 R10A10.2
OG0006902: HCON_00156997-00001 R10D12.12
OG0006903: HCON_00142820-00001 R10D12.13b
OG0006904: HCON_00142830-00001 R10D12.14e
OG0006905: HCON_00094550-00001 R10E11.4
OG0006906: HCON_00090760-00001 R10E11.5a
OG0006907: HCON_00094527-00001 R10E11.6a
OG0006908: HCON_00094540-00001 R10E11.8
OG0006909: HCON_00090750-00001 R10E11.9
OG0006910: HCON_00063310-00001 R10E12.1b
OG0006911: HCON_00091090-00001 R10E4.11a
OG0006912: HCON_00091540-00001 R10E4.2q
OG0006913: HCON_00095390-00001 R10E4.4
OG0006914: HCON_00088760-00001 R10E4.5d
OG0006915: HCON_00084410-00001 R10E4.6
OG0006916: HCON_00065270-00001 R10E9.1
OG0006917: HCON_00067830-00002 R10E9.3a
OG0006918: HCON_00073560-00001 R10F2.1
OG0006919: HCON_00073570-00001 R10F2.5
OG0006920: HCON_00047020-00003 R10H1.1
OG0006921: HCON_00062050-00001 R10H1.2a
OG0006922: HCON_00040220-00001 R10H1.4
OG0006923: HCON_00036700-00001 R10H1.5
OG0006924: HCON_00130370-00001 R10H10.1
OG0006925: HCON_00144300-00001 R10H10.2
OG0006926: HCON_00069660-00001 R10H10.3
OG0006927: HCON_00125840-00001 R10H10.4
OG0006928: HCON_00096620-00001 R10H10.6
OG0006929: HCON_00096600-00001 R10H10.7
OG0006930: HCON_00189350-00001 R11.1
OG0006931: HCON_00186320-00001 R11.2
OG0006932: HCON_00015600-00001 R119.2
OG0006933: HCON_00015580-00001 R119.3
OG0006934: HCON_00015570-00001 R119.4
OG0006935: HCON_00015550-00001 R119.5a
OG0006936: HCON_00015560-00001 R119.6
OG0006937: HCON_00136660-00001 R119.7a
